listing_id,host_name,last_review,description,room_type,price/usd,boroughs,neighbourhood
22130055,Sara,2019-06-25,Queens Home short walk to Subway- 2 bedroom 2 bath,Entire home/apt,125,Queens,Richmond Hill
22139766,Crina,2019-04-20,Luxurious Brooklyn Heights Duplex with Terrasse,Entire home/apt,647,Brooklyn,Brooklyn Heights
22142575,Assaf,2019-05-17,Spacious sunny one bedroom apartment with balcony,Entire home/apt,160,Brooklyn,Williamsburg
22142636,Scott,2019-04-18,Sunny Modern newly renovated 1BR apartment,Entire home/apt,150,Manhattan,East Harlem
22143436,Marie,2019-06-29,Chelsea 1 Bedroom Gem!,Entire home/apt,200,Manhattan,Chelsea
22144662,Alex,2019-06-14,Spacious Studio with Private Roof,Entire home/apt,109,Manhattan,Chelsea
22145643,Leslie,2019-06-27,"Cozy Manhattan Bedroom, Same Street as Subway!",Private room,75,Manhattan,Upper East Side
22147414,Neide,2019-01-02,BEAUTIFUL HUDSON RIVER VIEW,Entire home/apt,215,Manhattan,Washington Heights
22147426,Rashida,2019-05-30,Prime Harlem Condo -Bright!- with Outdoor Space,Entire home/apt,249,Manhattan,Harlem
22148073,Stanley,2019-05-29,Nice new bedroom Near D train and Maimonides in BK,Private room,56,Brooklyn,Borough Park
22148416,Ashley,2019-04-24,The Skyline Loft ‚Äî Incredible Views Near 2 Trains,Entire home/apt,127,Brooklyn,Bushwick
22150519,Desmond,2019-07-07,Cozy suite in a Townhouse,Entire home/apt,83,Queens,Elmhurst
22150523,Jermaine,2019-05-27,"Entire Modern Home, Amazing Location",Entire home/apt,290,Brooklyn,Canarsie
22151022,Oscar,2019-06-23,10mins to LGA /20 to the city /5 min to N train,Private room,39,Queens,Ditmars Steinway
22151092,Stanley,2019-03-11,Comfy New Bedroom near D line Fort Hamilton PKWY,Private room,56,Brooklyn,Borough Park
22152376,Tamer,2019-06-30,Newly Renovated Gem | 1 Block to Subway | 2BD/2BA,Entire home/apt,195,Brooklyn,East Flatbush
22153425,Jerry,2019-06-29,Cozy & comfortable apt by Prospect Park,Entire home/apt,125,Brooklyn,Flatbush
22156875,Michael,2019-05-18,Manhattan Studio in Prewar Building,Entire home/apt,195,Manhattan,Upper West Side
22159096,Geoff,2019-06-09,Beautiful Brooklyn Apartment,Entire home/apt,180,Brooklyn,Sunset Park
22160759,Rachel,2019-06-15,Comfortable Private Bedroom 10 min to Central Park,Private room,50,Manhattan,Washington Heights
22160989,Mukaram,2019-06-01,Harlem Luxury Condo !New! 2 Full Bedrooms Balcony,Entire home/apt,200,Manhattan,East Harlem
22161352,Sheila,2019-05-21,Comfy & quiet 1 BR - East Williamsburg,Entire home/apt,90,Brooklyn,Williamsburg
22161395,Mama Batata,2019-07-05,Sunny Urban Jungle,Private room,70,Brooklyn,Bedford-Stuyvesant
22161900,Carolyn,2019-05-23,"New, spacious 1.5 BR Apt Wburg,BK w/ private patio",Entire home/apt,115,Brooklyn,Williamsburg
22162572,Emily,2019-04-11,1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,Entire home/apt,190,Manhattan,Upper West Side
22163623,Janine,2019-06-23,2 Bedrooms in Shared Family Home 15 Min frm JFK,Private room,125,Brooklyn,East New York
22164005,June,2019-05-27,COZY Private 1 Bedroom in Brooklyn !,Private room,33,Brooklyn,Bath Beach
22164078,Justin,2019-01-23,Large Modern Chelsea Studio,Entire home/apt,149,Manhattan,Chelsea
22165628,Marco,2019-01-13,Bottom Bunk in Queer Co-Living Space for Men,Shared room,40,Brooklyn,Greenpoint
22165957,Annette,2019-06-23,Sun Drenched 1 Bedroom in Carroll Gardens,Entire home/apt,68,Brooklyn,Carroll Gardens
22166055,Myles,2019-07-01,"# 1 B Brooklyn NYC Apt close to metro subway, JFK",Entire home/apt,150,Brooklyn,East Flatbush
22166900,Lilia,2019-05-24,Large 2 bedroom Moroccan oasis in the East Village,Entire home/apt,260,Manhattan,East Village
22169350,Silvia,2019-06-16,The Lovely Suite,Entire home/apt,130,Manhattan,Midtown
22169843,Nata,2019-06-14,Perfect  studio for your NYC trip,Entire home/apt,90,Manhattan,East Village
22173625,Chad Antonio,2019-06-09,Private ground floor apartment in Brooklyn,Entire home/apt,55,Brooklyn,East New York
22173762,Niki,2019-06-27,Newly renovated 3 BEDROOM in Astoria woodside NY,Entire home/apt,280,Queens,Astoria
22174455,Jessica,2019-03-09,Adorable Hamilton Heights Apartment,Entire home/apt,200,Manhattan,Harlem
22174923,Laura,2019-05-28,Sunny Apartment in Trendy Bushwick,Entire home/apt,89,Brooklyn,Bushwick
22175297,Alena,2019-07-03,Incredibly cozy room close to Manhatan,Private room,42,Brooklyn,Bedford-Stuyvesant
22175513,Caroline & Adriaan,2019-06-30,Spacious Bed & Private Bath in Renovated Townhouse,Private room,85,Brooklyn,Crown Heights
22175928,Jammie,2019-07-06,"The CaptainsQuarters, Clean Cozy and Private.",Private room,45,Brooklyn,Cypress Hills
22176062,Stanley,2019-05-30,Brand New Bedroom Near D line&Maimonides Hospital,Private room,56,Brooklyn,Borough Park
22176678,Eric,2019-07-02,"Amazing 1 BR/BA in HARLEM, NY",Entire home/apt,90,Manhattan,Harlem
22176831,Nalicia,2019-07-08,JFK 2 Comfort 5 Mins from JFK Private Bedroom,Private room,50,Queens,Springfield Gardens
22177219,Alba,2019-06-08,Private Big Room with Great Access!!!,Private room,100,Queens,East Elmhurst
22178073,Journey,2019-07-03,Tranquility Stay-cation with private pool,Entire home/apt,135,Queens,Jamaica Estates
22179180,Andy,2019-06-24,5 ‚òÖ‚òÖ‚òÖ‚òÖ‚òÖ Gorgeous suite only 1 block from subway!,Entire home/apt,200,Bronx,Williamsbridge
22184960,Brennan,2019-06-23,Experience Zen Williamsburg Life,Private room,99,Brooklyn,Williamsburg
22186387,Sechul,2019-06-30,Sunny and Cozy Private Chef‚Äôs Room in East Village,Private room,150,Manhattan,East Village
22187284,Sylvia,2019-01-04,Beautiful Modern Rustic Williamsburg Loft,Entire home/apt,120,Brooklyn,Williamsburg
22187361,Peter,2019-01-07,"""Gold Coast"" 1B in West Village w/ Back Yard",Entire home/apt,320,Manhattan,Greenwich Village
22190231,Jessie,2019-01-13,"LUXURY BEDROOM FOR RENT, close to Manhattan.",Private room,59,Queens,Maspeth
22190967,Abhishek,2019-05-27,Spacious furnished room in midtown,Private room,85,Manhattan,Murray Hill
22191302,Jessica,2019-01-02,Charming Light Filled Studio in Williamsburg,Entire home/apt,180,Brooklyn,Williamsburg
22191343,Liza,2019-01-01,Light & Quiet Chelsea One Bedroom,Entire home/apt,229,Manhattan,Chelsea
22191500,Christian,2019-06-23,"Cozy room for one JFK, LGA & subway to Manhattan",Private room,50,Queens,Jamaica
22191831,Rahel,2019-05-20,Spacious Apartment in Historic Harlem!,Private room,67,Manhattan,Harlem
22192285,Sarah,2019-04-26,Chez Cozy,Entire home/apt,150,Manhattan,Upper East Side
22192407,Steph,2019-06-20,Heart of Manhattan. Just renovated home!,Entire home/apt,200,Manhattan,Theater District
22192417,Kendrick,2019-06-30,Modern 1 Bed in the Heart of Midtown Manhattan,Entire home/apt,277,Manhattan,Murray Hill
22192616,Jammie,2019-06-23,"The SerenitySuite. Clean, Cozy and Private.",Entire home/apt,99,Brooklyn,Cypress Hills
22193183,Annalise,2019-04-09,Bright bedroom with balcony in Williamsburg,Private room,80,Brooklyn,Williamsburg
22194582,ChaYa LoVe,2019-06-29,East Williamsburg‚Äôs Spacious Sun-drenched Apt.,Entire home/apt,320,Brooklyn,Williamsburg
22195324,Bulent,2019-06-10,"Private Floor (3 Bedrooms, 6 Beds) E. Williamsburg",Entire home/apt,189,Brooklyn,Williamsburg
22203227,Christine,2019-06-26,Entire 3 bedroom apartment in Brooklyn (36),Entire home/apt,120,Brooklyn,East New York
22203719,Spencer,2019-07-01,Perfectly Located West Village Artist's Studio,Entire home/apt,150,Manhattan,West Village
22204167,Steve & Irina,2019-06-27,Your perfect NYC guesthouse getaway prvt entrance,Entire home/apt,135,Queens,Rego Park
22205179,Mia,2019-05-28,Spacious and sunny apartment by the Cloisters,Entire home/apt,110,Manhattan,Washington Heights
22205280,Casey,2019-06-28,PRIVATE GARDEN APARTMENT IN HISTORIC BROWNSTONE,Entire home/apt,140,Brooklyn,Bedford-Stuyvesant
22205284,Stanley,2019-06-16,New place near D line easy to get to Manhattan,Entire home/apt,149,Brooklyn,Borough Park
22206207,Sonia,2019-07-05,Private room with visit to queens #4,Private room,25,Queens,Glendale
22206970,Vanessa,2019-05-06,Beautiful studio in the East Village,Entire home/apt,90,Manhattan,East Village
22207770,Ahmed,2019-06-09,AWESOME PRIVATE FAMILY HOUSE  CLOSE TO MANHATTAN,Entire home/apt,359,Queens,Corona
22207975,Jean,2019-05-13,"10 min prospect park , restaurant , s. activities",Private room,65,Brooklyn,Flatbush
22209216,Laureta,2019-06-23,Private spacious bedroom 10min from Manhattan!!,Private room,40,Queens,Long Island City
22213389,O. Xavier,2019-07-05,Cinema Studio on Duplex Apt.,Private room,85,Brooklyn,Bushwick
22213600,Farideh,2019-06-30,Sunny and Cozy Brooklyn Apartment,Entire home/apt,100,Brooklyn,Bushwick
22214395,Gary,2019-06-24,Spacious Studio In Queens,Entire home/apt,59,Queens,Rego Park
22217757,Michael,2019-06-25,3-BR duplex in Bed-Stuy Brownstone,Entire home/apt,66,Brooklyn,Bedford-Stuyvesant
22218658,J C,2019-04-25,Bed-Stuy IS FLY!! 1-8 guests,Private room,50,Brooklyn,Bedford-Stuyvesant
22224072,Bruna,2019-06-30,Beautiful & Modern in the Heart of East Village,Entire home/apt,250,Manhattan,East Village
22224945,Rita,2019-03-31,IL TUO APPARTAMENTO PERSONALE IN NEW YORK CITY!!,Entire home/apt,80,Manhattan,Harlem
22225555,Keren & Mikey,2019-07-06,Sunny Williamsburg Style in Prime Location ‚ù§Ô∏è,Entire home/apt,220,Brooklyn,Williamsburg
22226156,Hugh,2019-06-13,"Manhattan 1BD in 2BD near ESB, UN, NYU w/roof deck",Private room,199,Manhattan,Murray Hill
22226558,Victor,2019-06-15,Homely Queens Home,Entire home/apt,125,Queens,Ozone Park
22227610,Sam,2019-01-06,A suite like room with a private bathroom.,Private room,70,Brooklyn,Borough Park
22228935,Gabriela,2019-06-18,Private Room in Nice Apt. Close to Manhattan. WIFI,Private room,50,Queens,Astoria
22229473,Emily & Joseph,2019-06-16,"Duplex in Williamsburg with Terrace, 4 Bed 2 Bath",Entire home/apt,300,Brooklyn,Williamsburg
22229755,Patricia,2019-06-03,Entire private lower unit of owner occupied duplex,Entire home/apt,89,Brooklyn,Bushwick
22229793,Nebojsa,2019-07-07,Quiet cozy room in Williamsburg,Private room,59,Brooklyn,Williamsburg
22230294,Adam,2019-03-29,"Large, Bright, Open 1-BR Oasis in Gramercy Park",Entire home/apt,221,Manhattan,Flatiron District
22230454,Michael,2019-05-16,‚òÜHuge Private Room Near Park & Train in MANHATTAN!,Private room,69,Manhattan,Harlem
22230702,Cindy,2019-06-30,(‚òÜ‚òÜ‚òÜ‚òÜ‚òÜ) New ultra-modern 1 bedroom apartment,Entire home/apt,150,Queens,Astoria
22231328,Devin,2019-06-25,Spacious Brooklyn loft in Clinton Hill,Private room,275,Brooklyn,Bedford-Stuyvesant
22231453,Atthaphon,2019-07-03,‚Ä¢HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE‚Ä¢,Private room,55,Brooklyn,Williamsburg
22231557,Atthaphon,2019-07-01,‚Ä¢COZY APARTMENT 5 MINS TO MANHATTAN‚Ä¢,Private room,65,Brooklyn,Williamsburg
22231811,Natasha,2019-06-10,Stylish & Spacious 1BD in Central Harlem!,Entire home/apt,135,Manhattan,Harlem
22232269,Bradley,2019-04-07,Cozy one bedroom apartment perfect for couples,Entire home/apt,90,Brooklyn,Flatbush
22233039,Axelle,2019-06-26,Room in Central Harlem for the holidays,Private room,34,Manhattan,Harlem
22235441,Deborah,2019-06-10,"Safe, Overnight Crash Pad Near JFK, LGA and NYC",Shared room,19,Queens,Jamaica
22241250,Carlos,2019-05-22,Newly renovated 1br in the heart of NY,Entire home/apt,249,Manhattan,Flatiron District
22241573,Anna,2019-06-23,Private Room B In Prime Location,Private room,115,Manhattan,Chelsea
22241696,Anna,2019-06-23,Private Room C In Prime Location,Private room,105,Manhattan,Midtown
22242334,Diane,2019-06-11,Whole Apartment Near Prospect Park,Entire home/apt,69,Brooklyn,Prospect-Lefferts Gardens
22245492,Heather,2019-07-02,Ft Greene Studio,Entire home/apt,100,Brooklyn,Fort Greene
22246864,Yola,2019-01-14,‚Ä¢‚Ä¢Rare Find! Modern Room Near Subway & JFK‚Ä¢‚Ä¢,Private room,35,Queens,Woodhaven
22251000,Benny,2019-01-01,Charming 1 bedroom in West Village,Entire home/apt,290,Manhattan,West Village
22251884,Hugh,2019-06-25,Authentic and Open Tribeca Loft,Entire home/apt,325,Manhattan,Tribeca
22251910,Andrei,2019-07-01,Williamsburg Penthouse with 3 Private Terraces!,Entire home/apt,190,Brooklyn,Williamsburg
22258326,Dina,2019-05-13,Gorgeous spacious renovated 1Bed in Hellskitchen!,Entire home/apt,151,Manhattan,Theater District
22258450,Timothy,2019-05-26,Gorgeous Queen Luxury Bedroom near J subway,Private room,72,Brooklyn,Bushwick
22259132,Marie,2019-06-20,Elegant 2 Bedroom Cobble Hill apartment,Entire home/apt,145,Brooklyn,Cobble Hill
22260546,Dan,2019-05-19,HUGE room in prime BUSHWICK,Private room,50,Brooklyn,Bushwick
22262408,Megan,2019-06-09,Cozy East Village Studio,Entire home/apt,115,Manhattan,East Village
22262982,Anda,2019-05-20,Cozy place next to Times Square,Private room,65,Manhattan,Hell's Kitchen
22263267,Hafou,2019-06-12,Cozy apartment in Central Park North,Entire home/apt,135,Manhattan,East Harlem
22263855,Stephanie,2019-06-30,SPECTACULAR SOHO GREAT ROOM LOFT 6000sq feet,Entire home/apt,3000,Manhattan,SoHo
22265765,Izi,2019-06-01,2Br~Prime Upper east~Central park~10 Min,Entire home/apt,150,Manhattan,Upper East Side
22266183,Andrew,2019-06-10,Home away from home in Upper Manhattan,Private room,50,Manhattan,Washington Heights
22266875,Sophia,2019-05-23,Cozy one bedroom,Entire home/apt,63,Brooklyn,Bedford-Stuyvesant
22267036,Edward,2019-04-14,Bright beautiful modern large and secure.,Entire home/apt,150,Brooklyn,Bushwick
22267217,Darlene,2019-07-02,City Living with a Home Town Feel.,Private room,43,Manhattan,East Harlem
22267382,Katarina,2019-01-01,Modern and Cozy Large Studio in Brooklyn,Entire home/apt,145,Brooklyn,Fort Greene
22267906,Devito,2019-07-02,located 15 minutes away from Time Square,Private room,85,Manhattan,Harlem
22268101,Sophia,2019-03-23,Cute & Quiet 1 Bedroom In Greenwich Village,Entire home/apt,149,Manhattan,Greenwich Village
22268166,Joo,2019-06-22,"Manhattan, Room w/3 Beds Near Metro & Central Park",Private room,69,Manhattan,East Harlem
22270195,Dorothy,2019-06-22,LIC Private 1 Bdrm 10 mins away Manhattan NYC,Private room,150,Queens,Long Island City
22274388,Mathew,2019-06-17,Large Bedroom/Living Room/Bathroom and Backyard,Private room,90,Brooklyn,Crown Heights
22274932,Dorota,2019-06-30,Bushwick Street Art,Private room,80,Queens,Ridgewood
22276159,Rosa,2019-07-01,Affordable private room in a home in NYC,Private room,75,Staten Island,St. George
22278896,Cj,2019-04-09,Affordable pied-a-Terre near south brooklyn ferry.,Entire home/apt,110,Brooklyn,Red Hook
22278941,Ri.,2019-06-15,Book it Vintage!,Private room,200,Manhattan,Upper East Side
22279040,Eugene,2019-06-10,"Private Room (rm2), 5 mins from Columbia",Private room,200,Manhattan,Morningside Heights
22279575,Alexander,2019-01-03,"Comfort, convenience, elegance near Prospect Park",Private room,30,Brooklyn,East Flatbush
22280002,Will,2019-06-24,Stuyvesant Heights Loft like Apartment.,Entire home/apt,100,Brooklyn,Bedford-Stuyvesant
22280395,Kevin,2019-01-01,Chinatown Super-host Quarters,Entire home/apt,109,Manhattan,Two Bridges
22281732,Eugene,2019-06-16,"Private Room (rm4), 5 mins from Columbia",Private room,100,Manhattan,Morningside Heights
22281854,Shelley,2019-06-15,2 Queen Beds in Private bedroom Safe neighborhood,Private room,83,Queens,Forest Hills
22281888,Omowumi,2019-06-17,The Fountain House,Entire home/apt,169,Brooklyn,East New York
22282419,Nat,2019-06-16,The real New York experience,Private room,55,Brooklyn,Bushwick
22282513,Nate,2019-06-21,Private Room on Greene,Private room,65,Brooklyn,Bedford-Stuyvesant
22282585,Alexandra,2019-06-16,New Private studio-apartment,Entire home/apt,110,Manhattan,East Harlem
22284181,Aurora,2019-03-30,Real 1 BR Musical Gem in Times Sq/Midtown West,Entire home/apt,180,Manhattan,Hell's Kitchen
22288453,Xavier,2019-01-12,Private & Cozy Harlem/Washington Heights Room,Private room,69,Manhattan,Harlem
22290340,Osei,2019-07-04,Brooklyn House,Entire home/apt,95,Brooklyn,Flatbush
22290967,Wenqin,2019-06-12,(Room 102)Ê≥ïÊãâÁõõËàíÈÄÇËΩªÂ•¢Â•óÊàø,Private room,79,Queens,Flushing
22291736,Ken,2019-07-07,Perfect location -  Clean and spacious!,Entire home/apt,225,Manhattan,Hell's Kitchen
22291811,Etienne,2019-07-01,Charming flat with Williamsburg view,Entire home/apt,149,Brooklyn,Williamsburg
22292535,Glenn,2019-04-27,S√∂derl√§ge - Spacious Queen bedroom in Williamsburg,Private room,85,Brooklyn,Williamsburg
22292617,Masha,2019-06-22,"Renovated apt, Harlem brownstone, private entrance",Entire home/apt,130,Manhattan,Harlem
22292865,Mrs.,2019-06-30,"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",Entire home/apt,150,Brooklyn,Bedford-Stuyvesant
22294028,Renata,2019-07-06,Spaced and beautiful - manhattan - close to subway,Private room,80,Manhattan,Harlem
22294102,Nicole,2019-01-01,"Chic, Cozy Gramercy Apartment",Entire home/apt,220,Manhattan,Gramercy
22294283,Yaacov,2019-04-21,Outdoor Space  2bed 2bath plus POOL,Entire home/apt,245,Manhattan,Upper East Side
22294649,Christine,2019-06-24,Cozy bedroom+bath for 2 in historic Park Slope NYC,Private room,190,Brooklyn,Park Slope
22295038,Nicola,2019-06-11,Home away from Home-Close to trains and JFK,Entire home/apt,100,Brooklyn,Brownsville
22295591,Natia,2019-01-02,Huge Luxury Brooklyn Apartment,Entire home/apt,200,Brooklyn,Sheepshead Bay
22295702,Cami,2019-01-09,East Village Studio Apartment,Entire home/apt,150,Manhattan,East Village
22295848,Cristina,2019-06-22,Boutique Style Studio in the Heart of Astoria,Entire home/apt,120,Queens,Ditmars Steinway
22301670,Marie,2019-06-23,Charming One Bedroom In Cobble Hill,Entire home/apt,125,Brooklyn,Cobble Hill
22302452,Bonny,2019-06-03,High Ceilings & Great Light,Private room,70,Brooklyn,Prospect Heights
22303888,Jaqui And Mark,2019-06-29,"Convenient to the east and west, private basement.",Entire home/apt,65,Brooklyn,Prospect-Lefferts Gardens
22303956,Sky,2019-07-01,LARGE Best Loc & View of NYC! 10 Min to Time Sqr,Private room,195,Brooklyn,Greenpoint
22304458,Alice,2019-06-17,Loft w/Private Rooftop. Spectacular NYC Views,Entire home/apt,225,Brooklyn,Williamsburg
22304644,Elma,2019-05-31,Shannan's Place,Private room,57,Brooklyn,Fort Greene
22305896,Jacob,2019-07-01,Charming Garden Apartment in Brooklyn Brownstone,Entire home/apt,149,Brooklyn,Bedford-Stuyvesant
22306300,Juliana,2019-01-01,Stylish spacious 1 bd centrally located in Midtown,Entire home/apt,162,Manhattan,Hell's Kitchen
22307800,Diego,2019-06-19,Cozy One Bedroom Apt in Brooklyn Close to Beaches,Entire home/apt,59,Brooklyn,Gravesend
22309616,Julio,2019-06-30,"Cool and Cozy living room, confortable couch .",Shared room,42,Manhattan,East Village
22309710,Md,2019-07-05,"Newly Renovated, by LaGuardia Airport",Entire home/apt,125,Queens,East Elmhurst
22309943,David,2019-07-02,Private room in Brooklyn 3 blocks from subway.,Private room,59,Brooklyn,Bedford-Stuyvesant
22310190,Raquel,2019-06-11,COZY&QUITE WITH PARK AROUND THE BLOCK BARS & SHOPS,Entire home/apt,199,Manhattan,East Village
22312190,Norman,2019-06-19,Art Lover‚Äôs Dream! Chelsea Delight!,Private room,84,Manhattan,Chelsea
22316496,Larasati,2019-02-25,Cozy private room in the heart of Nolita / Soho,Private room,70,Manhattan,Nolita
22318150,Kwame,2019-05-05,Large Loft Apartment - Private Terrace and Rooftop,Entire home/apt,90,Brooklyn,Crown Heights
22321252,Ariel,2019-03-18,Private bedroom in a doorman building in NYC,Private room,87,Manhattan,Hell's Kitchen
22321708,Manca,2019-06-01,Quiet and Spacious Bedroom by the Astoria Park,Private room,49,Queens,Ditmars Steinway
22321716,Pema,2019-06-21,"Entire Apart, Close to Airport 15 min to Manhattan",Entire home/apt,105,Queens,Jackson Heights
22322326,Anda,2019-06-29,Cozy room next to TimesSquare.,Private room,65,Manhattan,Hell's Kitchen
22322524,Flávio,2019-01-07,Alcove Studio in the heart of Williamsburg,Entire home/apt,150,Brooklyn,Williamsburg
22323325,Alexandra,2019-06-30,Cozy One-Bedroom In Heart of Williamsburg,Entire home/apt,125,Brooklyn,Williamsburg
22324705,Mona,2019-05-19,Spacious 1 Bedroom in the Heart of Union Square!,Entire home/apt,249,Manhattan,Gramercy
22325426,Myriam,2019-07-06,Convenient and friendly home  away from home,Private room,45,Queens,East Elmhurst
22327622,Liz,2019-07-01,Teranga (Hospitality) in Brooklyn,Private room,55,Brooklyn,Bedford-Stuyvesant
22327744,Crispy,2019-06-25,Sunny room in Queens for couple,Private room,45,Queens,Maspeth
22328089,Joao,2019-05-31,*BEAUTIFUL BEDROOM**SUBWAY CLOSE!!,Private room,49,Brooklyn,Bushwick
22329791,Eric,2019-07-05,"Time Square ,Super Clean and Safe 2bedroom",Entire home/apt,180,Manhattan,Hell's Kitchen
22330756,Pierre,2019-04-25,Cosy private Bedroom in Williamsburg,Private room,100,Brooklyn,Williamsburg
22336218,Cassi,2019-06-24,Greenpoint Sun Garden,Private room,100,Brooklyn,Greenpoint
22336299,Tina,2019-06-17,Boho Chic One Bedroom In Cobble Hill Brookyn,Entire home/apt,112,Brooklyn,Cobble Hill
22336899,Stephen,2019-06-10,Brooklyn Home with Jacuzzi Tub and Backyard,Entire home/apt,102,Brooklyn,Clinton Hill
22338292,Alexandre,2019-05-15,Cute small one bedroom in Queens Woodside,Entire home/apt,80,Queens,Sunnyside
22338296,Rob,2019-05-26,Two Bedroom UES Apartment with Great Amenities,Entire home/apt,200,Manhattan,Upper East Side
22338304,Mike,2019-04-01,"Brand New, Furnished 1 bedroom apartment",Entire home/apt,100,Manhattan,Kips Bay
22338850,Elsie,2019-05-29,**BUDGET private room w/backyard,Private room,45,Brooklyn,Bushwick
22339218,Elsie,2019-06-12,*Lp)  Amazing Private Room in Brooklyn,Private room,60,Brooklyn,Bushwick
22339390,Kaj,2019-05-06,Easin' on the Artist Row,Private room,65,Manhattan,East Village
22339430,Elsie,2019-06-24,*Ep)  Beautiful Private Room 20 min to Manhattan,Private room,75,Brooklyn,Bushwick
22339572,Elsie,2019-06-19,*Tr)  Charming Private Room 20 min to manhattan,Private room,64,Brooklyn,Bushwick
22339698,Blandine,2019-07-01,A Lovely 1 Bedroom Apartment Near Transportation !,Entire home/apt,120,Brooklyn,East Flatbush
22339754,Garrett,2019-01-02,Artistic Chic East Village Flat!,Private room,95,Manhattan,East Village
22339757,Elsie,2019-06-21,*Dg)  Delightful Private Room 20 min to Manhattan,Private room,67,Brooklyn,Bushwick
22339967,Joe,2019-05-05,Great Room on UES,Private room,60,Manhattan,Upper East Side
22340093,Izi,2019-06-17,Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,Entire home/apt,150,Manhattan,Upper East Side
22340384,Lou,2019-07-08,Great Place! Great Space! Welcome 2 My BK Place!,Entire home/apt,175,Brooklyn,Brownsville
22340808,Mara,2019-07-06,Manhattan Club Luxury Condo Central Park - Suite,Entire home/apt,365,Manhattan,Midtown
22341035,Christian,2019-06-05,"Cozy room 4 one JFK, LGA & subway to Manhattan",Private room,59,Queens,Jamaica
22341308,Dolores,2019-06-12,Large Private Room Perfect for 3-4 people!,Private room,121,Brooklyn,Greenpoint
22342382,Miss. G.,2019-07-01,"MASTER, BEDROOM CLOSE TO LGA/TO MANHATTAN",Private room,50,Queens,Ditmars Steinway
22342547,KerryAnna,2019-04-27,3 BR apt on 2nd floor. Close to airport & Shopping,Entire home/apt,95,Queens,Springfield Gardens
22343079,Ervita,2019-07-02,Sunny and Private Room close to Manhattan!!!,Private room,75,Brooklyn,Prospect-Lefferts Gardens
22343658,Nicolas,2019-05-26,"+Williamsburg Private Bedroom, Private backyard!",Private room,55,Brooklyn,Williamsburg
22343909,Lance,2019-06-30,Sublevel Penthouse Suite,Entire home/apt,110,Brooklyn,Bedford-Stuyvesant
22343961,Henry,2019-06-20,‚ú™Modern house @ Williamsburg | 15min to Manhattan‚ú™,Entire home/apt,250,Brooklyn,Williamsburg
22344483,Stephanie,2019-04-29,Greenpoint Pad,Entire home/apt,125,Brooklyn,Greenpoint
22345271,Sarah & Burak,2019-06-30,Apartment in Trendy and Vibrant Lower East Side,Entire home/apt,185,Manhattan,Lower East Side
22345676,Alice,2019-06-06,Bushwick/BedStuy Studio Apartment,Entire home/apt,104,Brooklyn,Bedford-Stuyvesant
22346131,Mairo,2019-06-20,MODERN HAVEN IN CITY,Entire home/apt,135,Queens,Astoria
22346441,Christian,2019-06-18,"Private room for 4 JFK, LGA, Subway to Manhattan",Private room,79,Queens,Jamaica
22350243,Any,2019-06-30,Nice Penthouse very close to Manhattan and airport,Private room,75,Queens,Woodside
22352661,Malik,2019-06-27,Modern 1 Bedroom in East Williamsburg,Entire home/apt,135,Brooklyn,Williamsburg
22352928,Johnny,2019-06-30,Bright Brooklyn garden level apartment,Entire home/apt,200,Brooklyn,Clinton Hill
22354307,Blair,2019-07-01,Location location soho cozy apt heart of NYC,Entire home/apt,190,Manhattan,SoHo
22354598,Stanley,2019-04-06,Ideal studio in Midtown Manhattan,Entire home/apt,111,Manhattan,Murray Hill
22356843,Chemme,2019-06-30,Bright Light Highrise Spacious Room with Balcony,Private room,140,Manhattan,Hell's Kitchen
22356845,Timo,2019-06-16,The BROOKLYN Room with Outdoor Space,Entire home/apt,80,Brooklyn,Downtown Brooklyn
22357450,Kaitlin,2019-07-02,Stunning & spacious loft in the heart of W.berg,Entire home/apt,179,Brooklyn,Williamsburg
22358421,Glen,2019-06-23,Sex in the City Pad w/ Open City Views  PRIME UES!,Entire home/apt,110,Manhattan,Upper East Side
22359767,Ted,2019-06-25,"Chic 4 BEDROOM, Nearby Metro, Rooftop.",Entire home/apt,250,Brooklyn,Bushwick
22360132,Joyce,2019-06-23,Upper West Side Garden apartment,Entire home/apt,400,Manhattan,Upper West Side
22361604,Calisa,2019-06-24,Brooklyn Palace,Entire home/apt,80,Brooklyn,East New York
22361893,N,2019-05-24,Studio apartment -PRIVATE,Entire home/apt,118,Brooklyn,Williamsburg
22362691,Emily,2019-06-14,Cozy up in family friendly Queens!,Entire home/apt,60,Queens,Glendale
22363371,Cynthia,2019-07-05,Clean&Simple 2- Airport delays & Layovers,Entire home/apt,57,Queens,Jamaica
22370132,Jeffrey,2019-07-05,Shared HARLEM Loft w/ Private Bedroom/Bath Suite,Private room,120,Manhattan,Harlem
22370339,Shonelle,2019-04-30,Beautiful One Bedroom,Entire home/apt,64,Brooklyn,Flatbush
22370386,Deundre,2019-06-24,1 Bedroom in 2 bedroom apartment near Central Park,Private room,78,Manhattan,Harlem
22371082,Enrique,2019-01-01,KING ROOM IN 1500 SQFT WBRG BALLROOM LOFT,Private room,78,Brooklyn,Williamsburg
